ResponseId,condition,choice_set,choice_set_size,choice,scale_target_normalized
R_3lya0a2duUPGeJ3,dominant_beginning,ABC,p,0,0.37
R_25RQkgRZj0Sp6Qe,control,ABC,p,1,0.583333333
R_2EhHSW1BIRAf9aZ,control,ABC,p,1,0.701754386
R_3EnZzwKnTbjqKKn,dominant_beginning,ABC,p,1,0.263157895
R_2wb1gFtkikGtAeb,control,ABC,p,0,0.551724138
R_2wNQWabzZm5HT5V,control,ABC,p,0,0.5
R_tL3HyI5goHjvcL7,dominant_beginning,ABC,p,0,0.428571429
R_3dLjggxT44DM5NE,dominant_beginning,ABC,t,0,0
R_3ps5zBMOBuoweXk,dominant_beginning,ABC,t,0,0
R_3rIAcYnpV1OMqMk,control,ABC,t,1,0.739583333
R_AiyfFOOrpZQ7ZKN,control,ABC,t,1,0.657894737
R_246qGAME62MghoJ,dominant_beginning,ABC,t,1,0.65
R_2EfM44qEPUrVuFB,dominant_beginning,ABC,t,0,0.222222222
R_24ld5OMDM3uoJXm,control,ABC,t,0,0.610169492
R_1M6XeJalOhXMkhg,control,ABC,t,0,0.317073171
R_1hzBIerjDe6nxvS,control,ABC,t,1,1
R_3CNPxh1Gsr5hVAu,dominant_beginning,ABC,t,1,1
R_2ckJzAxvCkZReoo,control,ABC,t,1,0.6
R_pzzwllZNsFS5Adz,dominant_beginning,ABC,t,1,0.666666667
R_1E1fEnLGw0zr9aO,dominant_beginning,ABC,t,1,0.24
R_3JiuLgVBASGEtR7,control,ABC,t,1,0.625
R_2ZCheT1jGfrMSeP,dominant_beginning,ABC,t,0,1
R_2ePES3X4gqSg0Ho,control,ABC,t,0,0.317073171
R_1loarSEVHgPg6DR,control,ABC,t,1,1
R_1kRKAesrp0LP54M,dominant_beginning,ABC,t,1,0.6
R_3hsHrTm67tuRArj,control,ABC,t,0,0.297297297
R_29yS2tlKJKQuPbH,dominant_beginning,ABC,t,1,1
R_1dghBaICwVl0aKy,control,ABC,t,0,0.086956522
R_1jTi8bTFyyfKkuS,control,ABC,t,1,1
R_1mkPZDYKkbtLkeI,dominant_beginning,ABC,t,0,0.797101449
R_2uxhDi8PYJ5t5QT,dominant_beginning,ABC,t,1,0.75
R_31TnVADhZvzuV3a,dominant_beginning,ABC,t,1,1
R_3nMg0W32jN36jGj,control,ABC,t,1,1
R_3fBNdATtTkRcK25,control,ABC,t,1,0.745762712
R_2Pdvsk3VsezkC5B,dominant_beginning,ABC,t,1,1
R_2qxWzFoE9zblVtU,dominant_beginning,ABC,t,1,0.324675325
R_1Cw0s5RkAIY2NlF,dominant_beginning,ABC,t,1,0
R_2PhWV03pugIQVSj,control,ABC,t,1,0.815384615
R_1GPMQY7cxvrggId,control,ABC,t,0,1
R_72MAwRdsqWk3KSZ,control,ABC,t,0,0
R_3n6gg7jJo8f3ida,dominant_beginning,ABC,t,1,0.383333333
R_UtJlvnoDVTMNJ1D,control,ABC,t,1,0.75
R_3oT54gLG6akmpXN,dominant_beginning,ABC,t,1,0.5
R_Xo0o5Qm0om9o2KR,control,ABC,t,1,0
R_2bQw5Un8bqdImXt,control,ABC,t,0,0
R_1rNRZNvIhUslVW4,control,ABC,t,1,1
R_2ZQ3VXtwJ3IQjpj,dominant_beginning,ABC,t,0,0.454545455
R_VUtMBUhqU1uJkAh,dominant_beginning,ABC,t,1,0.666666667
R_2Eu9xLUDO96V7sp,control,ABC,t,0,0
R_2fCo0DXOzMoIC1i,control,ABC,t,0,0.826666667
R_3dR1OGSWNuc1clN,control,ABC,t,1,0.580645161
R_3GpNHmkqo63Vg4O,control,ABC,t,1,0
R_ALl1aEvplNMbOXn,dominant_beginning,ABC,t,1,0.649350649
R_339lidDQ8RRCKzT,control,ABC,t,0,0.489795918
R_0fiuOfx8gxD9c9b,dominant_beginning,ABC,t,1,0.837837838
R_1f7OqeT3x8bR4CL,dominant_beginning,ABC,t,0,0
R_3nuEIOZT1T5aNdL,dominant_beginning,ABC,t,1,0.836734694
R_1jKaTUSevNRS6as,dominant_beginning,ABC,t,1,0.836065574
R_3FUJ8B8gfeLpoBg,dominant_beginning,ABC,t,1,0.2
R_20SahryXkTLeRhg,control,ABC,t,0,0.318681319
R_29ttE1C4MwK0t4o,control,ABC,t,1,0.5
R_3nlt62hm6VB6SRd,dominant_beginning,ABC,t,1,1
R_2bNKLoAEiSBBkaY,dominant_beginning,ABC,t,1,0.747474747
R_1n6Dh52Ez3sNAd6,dominant_beginning,ABC,t,0,0.821428571
R_11Zv5bXmsyS4sFM,control,ABC,t,1,0.872093023
R_1hXCM79MlRtzcn8,control,ABC,t,0,0
R_2aglsOuLEimrFg8,control,ABC,t,0,0
R_Dr7ghnnEWsYo3GV,control,ABC,t,1,0.4
R_VULfaZLlKvk4wI9,control,ABC,t,1,0.855263158
R_1j7yGg1gl0DU2Sv,control,ABC,t,0,0.892857143
R_1it9CQhr3c9vFWX,control,ABC,t,1,0.689189189
R_1DHGvGEXnil1wWc,dominant_beginning,ABC,t,1,0.75
R_2v62uXTWPkUs7HU,dominant_beginning,ABC,t,1,0.795454545
R_2fEdUu8IIeRnMlh,dominant_beginning,ABC,t,1,0.333333333
R_qC4utsXyP0G0AiB,dominant_beginning,ABC,t,1,0.714285714
R_1nTSCWByHUxT1uS,control,ABC,t,0,0.666666667
R_1Ouvwu0DTZKS9aS,dominant_beginning,ABC,t,0,0.415584416
R_2tbwpZ43erNnQvP,dominant_beginning,ABC,t,1,0.51
R_6wZzr0FlofzwC09,control,ABC,t,0,0.714285714
R_1cSKQ0DUQw6dAMb,dominant_beginning,ABC,t,0,0
R_SOAwEVLmLOHy0ud,dominant_beginning,ABC,t,1,0.675675676
R_3DtH4AFkmiz1A9C,control,ABC,t,1,0
R_pc2DIXHOwTs4iCR,dominant_beginning,ABC,t,1,0.794871795
R_3jUQi0St550FLAg,control,ABC,t,1,0.833333333
R_2xynQ9NsNiMeEgH,control,ABC,t,1,0.853658537
R_21AjhQYuChInBb0,dominant_beginning,ABC,t,1,1
R_1eIYgrt8K8Eb6uD,dominant_beginning,ABC,t,1,0.851851852
R_1DNetI6AoQ001f5,dominant_beginning,ABC,t,1,0.488636364
R_3dLjggxT44DM5NE,dominant_beginning,A'B'C',p,1,1
R_3ps5zBMOBuoweXk,dominant_beginning,A'B'C',p,1,1
R_3rIAcYnpV1OMqMk,control,A'B'C',p,1,0.479166667
R_AiyfFOOrpZQ7ZKN,control,A'B'C',p,1,0.986842105
R_246qGAME62MghoJ,dominant_beginning,A'B'C',p,1,1
R_2EfM44qEPUrVuFB,dominant_beginning,A'B'C',p,1,0
R_24ld5OMDM3uoJXm,control,A'B'C',p,1,0.847457627
R_1M6XeJalOhXMkhg,control,A'B'C',p,1,1
R_1hzBIerjDe6nxvS,control,A'B'C',p,1,0.578947368
R_3CNPxh1Gsr5hVAu,dominant_beginning,A'B'C',p,1,1
R_2ckJzAxvCkZReoo,control,A'B'C',p,1,0.8
R_pzzwllZNsFS5Adz,dominant_beginning,A'B'C',p,0,0.555555556
R_1E1fEnLGw0zr9aO,dominant_beginning,A'B'C',p,1,0.48
R_3JiuLgVBASGEtR7,control,A'B'C',p,1,1
R_2ZCheT1jGfrMSeP,dominant_beginning,A'B'C',p,1,1
R_2ePES3X4gqSg0Ho,control,A'B'C',p,1,1
R_1loarSEVHgPg6DR,control,A'B'C',p,1,0.833333333
R_1kRKAesrp0LP54M,dominant_beginning,A'B'C',p,1,0.75
R_3hsHrTm67tuRArj,control,A'B'C',p,1,0.945945946
R_29yS2tlKJKQuPbH,dominant_beginning,A'B'C',p,1,0.26984127
R_1dghBaICwVl0aKy,control,A'B'C',p,1,1
R_1jTi8bTFyyfKkuS,control,A'B'C',p,1,0
R_1mkPZDYKkbtLkeI,dominant_beginning,A'B'C',p,1,0.695652174
R_2uxhDi8PYJ5t5QT,dominant_beginning,A'B'C',p,1,0.75
R_31TnVADhZvzuV3a,dominant_beginning,A'B'C',p,0,0
R_3nMg0W32jN36jGj,control,A'B'C',p,1,0.847826087
R_3fBNdATtTkRcK25,control,A'B'C',p,1,0.745762712
R_2Pdvsk3VsezkC5B,dominant_beginning,A'B'C',p,1,0.44
R_2qxWzFoE9zblVtU,dominant_beginning,A'B'C',p,1,0.896103896
R_1Cw0s5RkAIY2NlF,dominant_beginning,A'B'C',p,1,0
R_2PhWV03pugIQVSj,control,A'B'C',p,1,0.615384615
R_1GPMQY7cxvrggId,control,A'B'C',p,1,1
R_72MAwRdsqWk3KSZ,control,A'B'C',p,1,0.633802817
R_3n6gg7jJo8f3ida,dominant_beginning,A'B'C',p,1,0.483333333
R_UtJlvnoDVTMNJ1D,control,A'B'C',p,1,0.75
R_3oT54gLG6akmpXN,dominant_beginning,A'B'C',p,1,0.785714286
R_Xo0o5Qm0om9o2KR,control,A'B'C',p,1,0.7
R_2bQw5Un8bqdImXt,control,A'B'C',p,1,1
R_1rNRZNvIhUslVW4,control,A'B'C',p,1,0
R_2ZQ3VXtwJ3IQjpj,dominant_beginning,A'B'C',p,1,0.681818182
R_VUtMBUhqU1uJkAh,dominant_beginning,A'B'C',p,0,0.333333333
R_2Eu9xLUDO96V7sp,control,A'B'C',p,1,1
R_2fCo0DXOzMoIC1i,control,A'B'C',p,1,1
R_3dR1OGSWNuc1clN,control,A'B'C',p,1,0.419354839
R_3GpNHmkqo63Vg4O,control,A'B'C',p,0,0
R_ALl1aEvplNMbOXn,dominant_beginning,A'B'C',p,1,0.818181818
R_339lidDQ8RRCKzT,control,A'B'C',p,1,1
R_0fiuOfx8gxD9c9b,dominant_beginning,A'B'C',p,0,0.675675676
R_1f7OqeT3x8bR4CL,dominant_beginning,A'B'C',p,1,0
R_3nuEIOZT1T5aNdL,dominant_beginning,A'B'C',p,1,1
R_1jKaTUSevNRS6as,dominant_beginning,A'B'C',p,1,0.836065574
R_3FUJ8B8gfeLpoBg,dominant_beginning,A'B'C',p,1,1
R_20SahryXkTLeRhg,control,A'B'C',p,1,0.934065934
R_29ttE1C4MwK0t4o,control,A'B'C',p,1,0.61
R_3nlt62hm6VB6SRd,dominant_beginning,A'B'C',p,1,1
R_2bNKLoAEiSBBkaY,dominant_beginning,A'B'C',p,1,0.252525253
R_1n6Dh52Ez3sNAd6,dominant_beginning,A'B'C',p,1,0.928571429
R_11Zv5bXmsyS4sFM,control,A'B'C',p,1,0.895348837
R_1hXCM79MlRtzcn8,control,A'B'C',p,1,0
R_2aglsOuLEimrFg8,control,A'B'C',p,1,1
R_Dr7ghnnEWsYo3GV,control,A'B'C',p,0,0.2
R_VULfaZLlKvk4wI9,control,A'B'C',p,1,0.697368421
R_1j7yGg1gl0DU2Sv,control,A'B'C',p,1,0.928571429
R_1it9CQhr3c9vFWX,control,A'B'C',p,1,0.810810811
R_1DHGvGEXnil1wWc,dominant_beginning,A'B'C',p,1,0.75
R_2v62uXTWPkUs7HU,dominant_beginning,A'B'C',p,0,0.931818182
R_2fEdUu8IIeRnMlh,dominant_beginning,A'B'C',p,0,0.333333333
R_qC4utsXyP0G0AiB,dominant_beginning,A'B'C',p,0,0.785714286
R_1nTSCWByHUxT1uS,control,A'B'C',p,1,1
R_1Ouvwu0DTZKS9aS,dominant_beginning,A'B'C',p,1,0.532467532
R_2tbwpZ43erNnQvP,dominant_beginning,A'B'C',p,0,0.23
R_6wZzr0FlofzwC09,control,A'B'C',p,1,0.857142857
R_1cSKQ0DUQw6dAMb,dominant_beginning,A'B'C',p,1,1
R_SOAwEVLmLOHy0ud,dominant_beginning,A'B'C',p,0,0.351351351
R_3DtH4AFkmiz1A9C,control,A'B'C',p,1,0.416666667
R_pc2DIXHOwTs4iCR,dominant_beginning,A'B'C',p,1,0.666666667
R_3jUQi0St550FLAg,control,A'B'C',p,1,0.85
R_2xynQ9NsNiMeEgH,control,A'B'C',p,1,0.902439024
R_21AjhQYuChInBb0,dominant_beginning,A'B'C',p,1,1
R_1eIYgrt8K8Eb6uD,dominant_beginning,A'B'C',p,1,0.907407407
R_1DNetI6AoQ001f5,dominant_beginning,A'B'C',p,1,0.636363636
R_bEJvH1PqUntuZ21,dominant_beginning,A'B'C',t,1,0.782608696
R_25Ld7Y8uFE4O9dG,control,A'B'C',t,1,0.716216216
R_PN8ceaaaeZ7moLf,control,A'B'C',t,1,1
R_1oB8w0oxIgaQFNg,dominant_beginning,A'B'C',t,1,0.441176471
R_1JLOreXg51KQmgv,dominant_beginning,A'B'C',t,1,0.961538462
R_1EcI60OirmlHULP,control,A'B'C',t,1,0.979166667
R_31LwKeLqsoe2NYU,dominant_beginning,A'B'C',t,1,0.92
R_3qkus3rl9XWKPhs,control,A'B'C',t,0,0
R_eFLpWZzDhttgWNX,dominant_beginning,A'B'C',t,0,0.735849057
R_3nd8EVTt9aYSUL6,dominant_beginning,A'B'C',t,1,0.8
R_STqwILAZm6UNuIp,control,A'B'C',t,1,0.654761905
R_3M5TG4rNolpDB97,control,A'B'C',t,1,1
R_UyCvSfnyQ0bE3kt,dominant_beginning,A'B'C',t,1,1
R_3Jx51wrTp6X7lXt,control,A'B'C',t,1,0.196078431
R_301rZUYeQabFR7h,dominant_beginning,A'B'C',t,1,1
R_1hzpJEwwjEo70Jj,control,A'B'C',t,1,1
R_2xKt99tjKnVH2Le,control,A'B'C',t,1,0.68
R_2dGsXvfCjOzgPvo,control,A'B'C',t,1,1
R_2PkgreaGqMRaEuG,control,A'B'C',t,1,0.777777778
R_3h0CRUSjyp8wnKG,control,A'B'C',t,1,1
R_2WDaPPjgUSXog3h,dominant_beginning,A'B'C',t,1,0.625
R_1C8UoEbyrLlww86,dominant_beginning,A'B'C',t,1,1
R_3PSMxoIzxhwnhce,dominant_beginning,A'B'C',t,0,0.52
R_12gqjvqsEiGGJz5,control,A'B'C',t,1,0.958333333
R_24LW063hN5vdErU,control,A'B'C',t,1,1
R_3qldPXoKOQYkBXc,dominant_beginning,A'B'C',t,1,0
R_2zcrCuy7NJMkCNR,dominant_beginning,A'B'C',t,1,1
R_2bj5ReuCBlU3t3X,dominant_beginning,A'B'C',t,0,0.666666667
R_21tekv6khNDd5ke,dominant_beginning,A'B'C',t,1,0.2
R_3qduJL7YDiIDcAX,control,A'B'C',t,1,0.431578947
R_12QlhhGsZokVgCw,dominant_beginning,A'B'C',t,1,0
R_2R8iZo7nWGnHbaS,dominant_beginning,A'B'C',t,1,0.892857143
R_2aCmDSaHbZH53Ox,control,A'B'C',t,1,0.4
R_cxanghBnXxEUnpD,dominant_beginning,A'B'C',t,1,0.603174603
R_4SnzRBNa2qoloJj,dominant_beginning,A'B'C',t,1,0.989795918
R_tDUmFarygDf5BVD,control,A'B'C',t,1,1
R_22VAiGXf087pJ2J,control,A'B'C',t,1,1
R_yrVGScyLvTjFWlH,dominant_beginning,A'B'C',t,0,0
R_27366ooVt1rKjX7,dominant_beginning,A'B'C',t,0,0.714285714
R_3KDxQhJ3CRoJm4F,dominant_beginning,A'B'C',t,1,0.373737374
R_29miJJJp9CDQg56,control,A'B'C',t,1,0.677419355
R_pclpfu26eGQGp7H,control,A'B'C',t,1,0.083333333
R_3F2N0xlVxweWfys,control,A'B'C',t,1,0.588235294
R_1IxSSa8JcaM3t6a,dominant_beginning,A'B'C',t,1,0.489795918
R_Zml5URh1RnUxaox,dominant_beginning,A'B'C',t,0,0.506666667
R_31pfnw1EHfepEbX,control,A'B'C',t,1,0
R_1pEENKxrsvrlevr,dominant_beginning,A'B'C',t,1,1
R_3exWFRTMv3DZgDK,dominant_beginning,A'B'C',t,1,1
R_2eb4JvsBASC7Nl6,dominant_beginning,A'B'C',t,1,0.2
R_23WYh90dDSjcmce,control,A'B'C',t,1,1
R_22xY0hHixfik8UL,dominant_beginning,A'B'C',t,1,0.666666667
R_2w4V6I4pF05HCWh,control,A'B'C',t,1,0.666666667
R_2qydPly5IEwYh7F,control,A'B'C',t,1,0
R_2SCwo8VInWzGZiM,control,A'B'C',t,1,0.983050847
R_3OeIUR8Uqg2k7KN,control,A'B'C',t,1,0.826086957
R_1ZjGj92GqgXo0x3,dominant_beginning,A'B'C',t,1,1
R_2b0L3BD4j22BwTa,dominant_beginning,A'B'C',t,1,0.568181818
R_1Imlb4ILHGp7R2U,dominant_beginning,A'B'C',t,1,1
R_1QEiJDA1ARhyt9R,control,A'B'C',t,1,0.744897959
R_3h4JDxnBggPH709,dominant_beginning,A'B'C',t,1,1
R_31S2F0a6a81RN6j,control,A'B'C',t,0,0
R_1pQYbf5uLC6KM7I,control,A'B'C',t,1,1
R_3IVJzMxcGvkbgVg,control,A'B'C',t,1,0.833333333
R_3J8mXYru5PZJO7u,dominant_beginning,A'B'C',t,1,0.6
R_3dFygFHuPaeJIJF,dominant_beginning,A'B'C',t,1,0.826666667
R_tMxeOMmezQx0Bvb,control,A'B'C',t,1,1
R_3yfVqLL9jHdGp6V,control,A'B'C',t,1,0.726027397
R_6x0GNdgQiFKoU0h,control,A'B'C',t,1,0.947368421
R_3q9l3lMYGRoVpWP,control,A'B'C',t,1,0.489795918
R_1nV02RZIHWQNMmF,dominant_beginning,A'B'C',t,1,0
R_b3ZPZQ657Yd6POF,dominant_beginning,A'B'C',t,1,1
R_1jWo5N8OZmqkQFC,control,A'B'C',t,0,0
R_UmEgAWE7U9tqk7f,dominant_beginning,A'B'C',t,1,0.642857143
R_2wAGg9frecw9C6F,control,A'B'C',t,1,0.666666667
R_1mQ2Vagltp8fpjG,dominant_beginning,A'B'C',t,1,1
R_2ZKaogRiJvg2Fhp,control,A'B'C',t,1,0.756097561
R_2SGj9THWiTMLkfx,dominant_beginning,A'B'C',t,1,0.955555556
R_55TiYX73WUus2Pf,control,A'B'C',t,1,0.882352941
R_1QGfT248YpkWRBh,dominant_beginning,A'B'C',t,1,0.768115942
R_2zkmoG0m2Uw1QHu,control,A'B'C',t,1,0.82
R_3lya0a2duUPGeJ3,dominant_beginning,A'B'C',t,1,0.82
R_25RQkgRZj0Sp6Qe,control,A'B'C',t,1,0.833333333
R_2EhHSW1BIRAf9aZ,control,A'B'C',t,1,0.421052632
R_3EnZzwKnTbjqKKn,dominant_beginning,A'B'C',t,1,0.526315789
R_2wb1gFtkikGtAeb,control,A'B'C',t,1,0.827586207
R_2wNQWabzZm5HT5V,control,A'B'C',t,1,1
R_tL3HyI5goHjvcL7,dominant_beginning,A'B'C',t,1,0.571428571
R_3dLjggxT44DM5NE,dominant_beginning,DEF,p,0,1
R_3rIAcYnpV1OMqMk,control,DEF,p,0,0.395833333
R_PN8ceaaaeZ7moLf,control,DEF,p,1,0.571428571
R_1oB8w0oxIgaQFNg,dominant_beginning,DEF,p,0,0
R_1JLOreXg51KQmgv,dominant_beginning,DEF,p,1,0.923076923
R_2EfM44qEPUrVuFB,dominant_beginning,DEF,p,1,0
R_1EcI60OirmlHULP,control,DEF,p,0,0.5
R_1M6XeJalOhXMkhg,control,DEF,p,0,0
R_31LwKeLqsoe2NYU,dominant_beginning,DEF,p,1,0.2
R_1hzBIerjDe6nxvS,control,DEF,p,0,0.473684211
R_eFLpWZzDhttgWNX,dominant_beginning,DEF,p,1,0.679245283
R_STqwILAZm6UNuIp,control,DEF,p,0,0.69047619
R_UyCvSfnyQ0bE3kt,dominant_beginning,DEF,p,0,1
R_3Jx51wrTp6X7lXt,control,DEF,p,0,0.098039216
R_1E1fEnLGw0zr9aO,dominant_beginning,DEF,p,1,0.4
R_3JiuLgVBASGEtR7,control,DEF,p,1,0.75
R_2ZCheT1jGfrMSeP,dominant_beginning,DEF,p,0,1
R_1hzpJEwwjEo70Jj,control,DEF,p,0,0.7
R_1loarSEVHgPg6DR,control,DEF,p,1,0.8
R_1kRKAesrp0LP54M,dominant_beginning,DEF,p,1,0.6
R_29yS2tlKJKQuPbH,dominant_beginning,DEF,p,1,0.841269841
R_1dghBaICwVl0aKy,control,DEF,p,0,0.956521739
R_1jTi8bTFyyfKkuS,control,DEF,p,1,1
R_12gqjvqsEiGGJz5,control,DEF,p,0,0.583333333
R_1mkPZDYKkbtLkeI,dominant_beginning,DEF,p,1,0.594202899
R_2uxhDi8PYJ5t5QT,dominant_beginning,DEF,p,1,0.55
R_3nMg0W32jN36jGj,control,DEF,p,1,0.760869565
R_3fBNdATtTkRcK25,control,DEF,p,1,0.661016949
R_2Pdvsk3VsezkC5B,dominant_beginning,DEF,p,1,0.6
R_2qxWzFoE9zblVtU,dominant_beginning,DEF,p,0,0.402597403
R_12QlhhGsZokVgCw,dominant_beginning,DEF,p,1,0.321428571
R_1Cw0s5RkAIY2NlF,dominant_beginning,DEF,p,0,0
R_1GPMQY7cxvrggId,control,DEF,p,0,0.367346939
R_72MAwRdsqWk3KSZ,control,DEF,p,1,0.633802817
R_4SnzRBNa2qoloJj,dominant_beginning,DEF,p,0,0.244897959
R_tDUmFarygDf5BVD,control,DEF,p,0,0.075
R_3oT54gLG6akmpXN,dominant_beginning,DEF,p,1,0.571428571
R_2bQw5Un8bqdImXt,control,DEF,p,0,0
R_29miJJJp9CDQg56,control,DEF,p,0,0
R_3F2N0xlVxweWfys,control,DEF,p,0,0.470588235
R_VUtMBUhqU1uJkAh,dominant_beginning,DEF,p,1,0.666666667
R_2fCo0DXOzMoIC1i,control,DEF,p,0,0.666666667
R_1IxSSa8JcaM3t6a,dominant_beginning,DEF,p,0,0
R_Zml5URh1RnUxaox,dominant_beginning,DEF,p,1,0.746666667
R_31pfnw1EHfepEbX,control,DEF,p,0,0
R_0fiuOfx8gxD9c9b,dominant_beginning,DEF,p,1,0.689189189
R_1f7OqeT3x8bR4CL,dominant_beginning,DEF,p,0,0
R_3nuEIOZT1T5aNdL,dominant_beginning,DEF,p,0,0.673469388
R_22xY0hHixfik8UL,dominant_beginning,DEF,p,0,0.8
R_20SahryXkTLeRhg,control,DEF,p,0,0.351648352
R_2w4V6I4pF05HCWh,control,DEF,p,0,0.444444444
R_2qydPly5IEwYh7F,control,DEF,p,0,0
R_2bNKLoAEiSBBkaY,dominant_beginning,DEF,p,1,0.595959596
R_1n6Dh52Ez3sNAd6,dominant_beginning,DEF,p,0,0.607142857
R_1hXCM79MlRtzcn8,control,DEF,p,0,0.037037037
R_2b0L3BD4j22BwTa,dominant_beginning,DEF,p,0,0.159090909
