ResponseId,condition,choice_set,choice_set_size,choice,scale_target_normalized
R_2ePAevB4cv4KRGq,control,ABC,p,0,0
R_1op6k7f2G8X76Ig,extreme_beginning,ABC,p,1,1
R_1gBIJDDrZcY1qYO,extreme_middle,ABC,p,0,0.571428571
R_snS7uBsdacsUaEp,extreme_beginning,ABC,p,0,0.104477612
R_81AcvI1CnwAI7bb,extreme_beginning,ABC,p,0,0.305084746
R_2sZUF3mMa7Wa8X2,control,ABC,p,1,0.706666667
R_3htNY8RZGaScOnh,extreme_beginning,ABC,p,0,0.512820513
R_3P4WeZ9eO32BGEl,extreme_middle,ABC,p,0,0.434782609
R_1fZwf4P9WI7xTlv,extreme_middle,ABC,p,0,1
R_2ZIAIyq3bFUbSoX,extreme_beginning,ABC,p,0,0.424242424
R_5gOrpO1XksoXOx3,extreme_middle,ABC,p,0,0.125
R_2dhCbgWjCZBztGI,control,ABC,p,0,0
R_ujBUvZQE6fQbOh3,extreme_middle,ABC,p,1,0.519230769
R_3Mlr9EYgRfqUjux,extreme_middle,ABC,p,0,0.608108108
R_a5hwKe8LsLSHCSt,extreme_beginning,ABC,p,0,0
R_3k54F49JgDBU0MN,extreme_beginning,ABC,p,0,0.29787234
R_3gMypTIjmBfkDG5,extreme_middle,ABC,p,0,0
R_XTYCLOq35UNHpvj,extreme_middle,ABC,p,0,0.463157895
R_1DUqXXEhO7GXewW,extreme_beginning,ABC,p,0,0
R_1is7nEUmhdzzOY2,extreme_middle,ABC,p,0,0
R_AKEEVSkyqtfRFjb,extreme_beginning,ABC,p,0,0.75
R_79gUCAarC7WYj17,extreme_beginning,ABC,p,1,0.636363636
R_2tamYcBzppFX8y3,extreme_middle,ABC,p,0,0
R_3F4fA2oJpCZ0dz7,extreme_middle,ABC,p,0,0.934210526
R_Y9UxCLAl4HsJgE9,extreme_beginning,ABC,p,1,0.369863014
R_2AGeEG2XeXZ1zaK,extreme_beginning,ABC,p,0,0.68
R_3hxx1WITMDhT8bD,extreme_middle,ABC,p,0,0
R_Qh13TT6drQfhnEZ,extreme_beginning,ABC,p,0,0.375
R_1DnzdIQgKAvNmKK,control,ABC,p,0,0
R_2X5JooHhzwd5JIV,control,ABC,p,0,1
R_3oYNmeb5Dv247gO,control,ABC,p,0,1
R_1n77b5fv0LqUh5o,extreme_beginning,ABC,p,1,0.314285714
R_1dzc59H3zpH5PbK,extreme_middle,ABC,p,0,1
R_eQbMApWN86xzeuZ,extreme_middle,ABC,p,1,0.333333333
R_r2UAJAsIQCztTxf,extreme_beginning,ABC,p,1,0.714285714
R_1JFlB2JcRy0JCRR,extreme_beginning,ABC,p,0,0
R_sBZdc0S1CIPKuQx,extreme_middle,ABC,p,0,0
R_27sCzpZL2UMxKjP,extreme_middle,ABC,p,0,0
R_2xy09A2RJnBAWxZ,control,ABC,p,0,0.375
R_1M3ucrpmAvHyY6E,control,ABC,p,1,0
R_2t3eDDkWhYjoBCi,extreme_beginning,ABC,p,0,0
R_31Gj5PMyfU1WKkL,extreme_beginning,ABC,p,0,0.424657534
R_1r7ZwXJpwwqwPnE,extreme_middle,ABC,p,0,0.263157895
R_2ElNujazusonScq,extreme_middle,ABC,p,0,0
R_1BXiHmQ9KAo8gK7,extreme_beginning,ABC,p,1,0.761904762
R_AnfeTCituS9Nqw1,extreme_middle,ABC,p,0,0
R_Ai0nzSDAkwOG8XT,extreme_middle,ABC,p,0,0.258064516
R_1DU0aHM8dbj9qvd,control,ABC,p,0,0.75
R_x44hghklTkapy1j,extreme_beginning,ABC,p,0,0
R_1H5eBANT8ppVUv4,extreme_middle,ABC,p,0,0
R_2sR6j83jqLmWtx9,control,ABC,p,0,0
R_1ohd8qxNg8Sxqtu,extreme_middle,ABC,p,0,0.459459459
R_2WwItCnj4QseuGu,extreme_beginning,ABC,p,0,0.7
R_C8IDm3R6Dq2gRXP,control,ABC,p,0,1
R_33C4uwZcxk9SL40,extreme_beginning,ABC,p,0,0.166666667
R_OIjHcwnB4aGR8xr,extreme_middle,ABC,p,0,0.47311828
R_yUPE01ojtpmxhSx,extreme_beginning,ABC,p,0,0.25
R_22zybNEgoSQ7SWU,extreme_beginning,ABC,p,0,0.423076923
R_2wF74uiu9NMtaE2,extreme_middle,ABC,p,0,0
R_2QG2KWHJVUHgfTo,extreme_beginning,ABC,p,0,0
R_AjPb2rUjd5dCS3v,control,ABC,p,0,0.802469136
R_2diK4mjiKoVFEpM,control,ABC,p,1,0
R_24vcRs25W2ry4Uy,extreme_middle,ABC,p,0,0.11
R_1dBlMj4jMuUbAOa,extreme_beginning,ABC,p,0,0
R_1DTg0726z4NNaDr,extreme_beginning,ABC,p,0,0
R_1C9My7kKs6utdts,extreme_middle,ABC,p,0,0.428571429
R_1o56lDNXKma6HL1,extreme_middle,ABC,p,0,0.5
R_2e4sIFYSGnJik8Y,control,ABC,p,0,0.233333333
R_2R3RIAqz3h2RpQz,extreme_beginning,ABC,p,0,1
R_O2lacFQFnZgxYRj,control,ABC,p,0,0
R_1hZ3Ji3V7Jg9tl7,extreme_middle,ABC,p,1,0
R_2dtEpg74yWdSIDs,extreme_middle,ABC,p,1,0
R_afPwtbJjZovz4Ah,extreme_beginning,ABC,p,1,0.95
R_2ZHzgVEd0rhLPgx,extreme_middle,ABC,p,0,0
R_3j0DHK14oRwcgLd,extreme_beginning,ABC,p,0,0.35
R_2PtJsE5nUleoO5s,extreme_beginning,ABC,p,0,0.641025641
R_ykAX8rZO0GazIXL,extreme_beginning,ABC,p,1,1
R_RResroOjyPLW0I9,extreme_middle,ABC,p,0,0.090909091
R_3nMdn9LOZLw5N19,extreme_middle,ABC,p,0,0.117647059
R_DI6NpKHg4TNRgaZ,control,ABC,p,0,0
R_2U4Jv325MtzBmGp,extreme_middle,ABC,p,1,0
R_DxdKW4CTOyp2JqN,extreme_middle,ABC,p,0,0
R_8q2tSOLpH6PwBWx,extreme_beginning,ABC,p,1,0.230769231
R_2v6ZqpdqkGAmZpr,control,ABC,p,0,0.686567164
R_268O1S4IUw3o1Me,extreme_middle,ABC,p,0,1
R_2VfiXRjMt1fNVuM,control,ABC,p,0,1
R_soh3tWe1pfyFWMN,extreme_middle,ABC,p,0,0
R_1Pe2dEeCqB8fyvw,extreme_beginning,ABC,p,1,0.831460674
R_3FLgWYtxOOrNDFI,extreme_beginning,ABC,p,1,0.531914894
R_2fvpY9qP9yuMSgn,extreme_beginning,ABC,p,0,0.213114754
R_3HHL1NtgXdLyRcc,control,ABC,p,1,0.321428571
R_rckwgW2p2lIlh2V,extreme_beginning,ABC,p,1,0.608108108
R_3sskHEYiYnzp5n5,extreme_beginning,ABC,p,0,0.493670886
R_vCPCOXgtdo8Kced,extreme_middle,ABC,p,0,0.545454545
R_3nVLUXwWv4eHNqh,extreme_middle,ABC,p,0,0.742424242
R_1LUzmSKMZbhgdFc,control,ABC,p,0,0.137931034
R_1IzrwBHZGST1EGq,extreme_middle,ABC,p,0,0.505263158
R_11gYxxlX7uEOvfx,extreme_middle,ABC,p,1,0.72
R_siXtV5VJ3El64RH,extreme_middle,ABC,p,0,0.069767442
R_3LaGOXG4j2gtGDd,extreme_beginning,ABC,p,0,0.75
R_3LaHmPQscLfruQk,extreme_beginning,ABC,p,0,0.777777778
R_3iUwV68wvDyL4Ac,extreme_beginning,ABC,p,0,0.434782609
R_2SkpEH50Y3X9dR0,extreme_beginning,ABC,p,0,0.833333333
R_3nf2K5vTQ6yGDES,extreme_middle,ABC,p,0,0.571428571
R_3rVDOhlUKVIVOy8,extreme_beginning,ABC,p,0,0.538461538
R_3qqB5WZeaMdJUjz,control,ABC,p,0,0.655737705
R_31zQ8HtzyGzf485,control,ABC,p,1,1
R_2QiAfuqVLNA2QTI,extreme_middle,ABC,p,0,1
R_31Wow1Nf0reV9pA,extreme_beginning,ABC,p,0,1
R_0fAHG53e9BzvIop,extreme_middle,ABC,p,0,1
R_1msyh5ArFAzGmnN,extreme_beginning,ABC,p,0,0
R_3vBws3p0bE8l5El,extreme_middle,ABC,p,0,0.452830189
R_3hDVLFJBvBq7sHU,extreme_beginning,ABC,p,0,1
R_zYHmmcwm3q8xH7r,extreme_middle,ABC,p,0,0.393939394
R_1JRVUyvmNGneZ3q,extreme_beginning,ABC,p,0,1
R_3n6lQdpAKKBL6B9,control,ABC,p,0,0.150943396
R_1OB4o2h0znO8hGZ,extreme_middle,ABC,p,1,0
R_3oC9QECYiF9N4dp,extreme_beginning,ABC,p,0,0.469387755
R_3F3g9CNXeuHWeBL,extreme_beginning,ABC,p,0,1
R_231N2toA7rB7iD9,control,ABC,p,0,0
R_1lt1rvOd9EDJ06o,extreme_middle,ABC,p,0,0.181818182
R_DGi6oa37gVYwt7H,extreme_middle,ABC,p,0,0
R_2P1cKxXOMVtpYHP,extreme_middle,ABC,p,1,0.441860465
R_DnK3552PD4CaqGd,extreme_beginning,ABC,p,0,0.0625
R_AGs5BBEAr0xgrrH,extreme_middle,ABC,p,1,0
R_bjcGrVDJm3FGidz,control,ABC,p,0,0
R_3RlRdlruXDmoXP2,extreme_beginning,ABC,p,1,1
R_3Gxg29uvE2mxViF,extreme_beginning,ABC,p,0,0.519230769
R_d6EDDBjZTL6tD8d,extreme_middle,ABC,p,0,0.30952381
R_3kuDl1Sb32kQha4,extreme_beginning,ABC,p,0,1
R_2fp8GvEtPWWw5d6,control,ABC,p,0,0
R_2VJWTYzTMUplCVa,extreme_beginning,ABC,p,0,0
R_SGz8IoWXEfw267n,extreme_beginning,ABC,p,0,1
R_plyCkFdSTZqzINX,control,ABC,p,0,0
R_SWbKlqk2gVumngB,extreme_beginning,ABC,p,0,0
R_1NyPziGgMDAgVaI,control,ABC,p,0,0.583333333
R_1hMgdfau4p76D9M,extreme_middle,ABC,p,0,0
R_1jTjI8c1dIsmlFc,extreme_middle,ABC,p,0,0.5
R_3OjZ5aWGqHMa6u7,extreme_beginning,ABC,p,0,1
R_3PzXvy5ob36pNNB,control,ABC,p,0,0.716666667
R_r6cjm35dD6AGT8R,extreme_beginning,ABC,p,0,0
R_123zqFd9wUy4SKP,extreme_middle,ABC,p,0,0.031746032
R_Dcv0KOWIhl3ESRP,extreme_beginning,ABC,p,1,1
R_11YfuJavBSwSC74,control,ABC,p,1,1
R_3OevvCLIHYQgssI,extreme_beginning,ABC,p,1,0.571428571
R_2pKJLpSwHFEj8mC,extreme_middle,ABC,p,0,0.5625
R_28A0yhDiNTQ953C,control,ABC,p,0,0.418181818
R_2rABCMuObMRzZS1,extreme_beginning,ABC,p,0,0.97826087
R_3dM5OkYhatr9giG,extreme_beginning,ABC,p,0,0
R_117TfDycgJ2HCAm,extreme_middle,ABC,p,0,0
R_1NaAF0HluXYXMeA,control,ABC,t,0,1
R_2dg4sZFd2KCEISv,extreme_middle,ABC,t,0,0.378378378
R_23ajcBd4EYoOkov,extreme_beginning,ABC,t,0,1
R_3j73QltNY1z0lCr,extreme_middle,ABC,t,0,0.257731959
R_1d5OhZk0PKf8wUN,control,ABC,t,0,0.421052632
R_RKpbYt2LZ3CB6rT,control,ABC,t,0,1
R_2fJLJaf4Ak5VbT8,extreme_beginning,ABC,t,1,0.416666667
R_3PMqf0WEgB3nCOa,extreme_beginning,ABC,t,1,0.75257732
R_3MsM877l1jwJdWA,extreme_middle,ABC,t,0,0
R_2qrQImeQMYskCWw,extreme_middle,ABC,t,0,0.606060606
R_7VPTK6CXhaCkHDj,extreme_middle,ABC,t,0,0.11627907
R_1eJC63DTf8hHaJs,extreme_middle,ABC,t,0,0.054054054
R_1dMKTXIuttYDcob,extreme_beginning,ABC,t,0,0
R_4JFu2mU11rtivuh,extreme_middle,ABC,t,0,0.945945946
R_2bN2ZPg1yl1bIB1,control,ABC,t,0,0
R_2UhNbsX9zLbv3JV,extreme_beginning,ABC,t,0,0.376811594
R_1nT2M48KDb8nqcT,extreme_middle,ABC,t,1,0.68852459
R_2ZPkWO50Esiyeif,control,ABC,t,1,0.588235294
R_6u2eaAQ2SwTSvId,extreme_middle,ABC,t,1,0
R_2Se7fKasABAXkw8,extreme_beginning,ABC,t,0,0.671875
R_5pcfzHjojppLwhr,extreme_middle,ABC,t,0,0.8125
R_eahYTzvPVffQ0SJ,extreme_beginning,ABC,t,0,0.222222222
R_2XmtNW3ANAzKqDj,control,ABC,t,0,0.666666667
R_3qwhGVPCvnuVQ5k,extreme_beginning,ABC,t,0,0.378378378
R_swcSaFxgxMJHq9z,extreme_middle,ABC,t,1,0.407407407
R_TdqEFfrbPATiIJX,extreme_beginning,ABC,t,0,0.3
R_1ergwpMQk6FZdmC,control,ABC,t,1,0.987012987
R_1LAOe1yN7h5ZNf3,extreme_middle,ABC,t,0,0.7
R_1MKSXXMVur3q2yV,control,ABC,t,0,0
R_qJBa5CjHouEdxNT,extreme_middle,ABC,t,0,0
R_06QukWfQKdpskPT,extreme_beginning,ABC,t,0,0.77
R_yVGD6N4xSsUGrdL,extreme_middle,ABC,t,0,0.5
R_efJW6lrZm7qkgNP,control,ABC,t,1,0.653846154
R_1jeJAlcvufD0ruJ,extreme_beginning,ABC,t,0,0.351351351
R_2f2pW1CFRKjhweY,extreme_beginning,ABC,t,0,0.833333333
R_3G1gAeDzGiv99gO,extreme_middle,ABC,t,0,0.666666667
R_232aJHuQNiSyoHO,extreme_beginning,ABC,t,0,0.637681159
R_1KeCzALEISIsXP7,extreme_middle,ABC,t,1,0
R_1msgSuzBPsnDzqW,extreme_beginning,ABC,t,0,0.142857143
R_2q1qJ6Mkzl8OXXm,control,ABC,t,1,0.2
R_3EQfq5ekzye4VPg,control,ABC,t,1,0.432432432
R_u9TeaGqhwbPBCzT,extreme_beginning,ABC,t,0,0.166666667
R_2xyguiF80wpz1pB,extreme_middle,ABC,t,1,0.714285714
R_1meZHoIPLFilGQp,extreme_beginning,ABC,t,0,0.328767123
R_1WTJyy8TC23IHG9,extreme_middle,ABC,t,0,1
R_3r1eT19dNWZbrJX,extreme_middle,ABC,t,0,0.536231884
R_21mJsfQ0DKNDpRF,extreme_beginning,ABC,t,1,1
R_3KUYuhqOjg1gkba,extreme_middle,ABC,t,0,0.52
R_3j23PamcriDWW2y,extreme_middle,ABC,t,0,0
R_1JLLMSKUqfveBTB,extreme_middle,ABC,t,0,0.066666667
R_2Bo0fovkrFFzu4L,extreme_middle,ABC,t,0,0.836065574
R_3gZODwGxVWI9Yp3,control,ABC,t,0,1
R_1MTbK3Gpbf65M5N,extreme_beginning,ABC,t,0,1
R_Q6P2tUq7kCuaJXz,extreme_beginning,ABC,t,0,0.567567568
R_1Hjjhu0BZDcAetq,extreme_middle,ABC,t,0,0.507246377
R_87zxluygDJqkubL,extreme_beginning,ABC,t,0,0.566666667
R_1IBqB6oRhJd9plO,control,ABC,t,0,0.6
R_3jeUJoQWtRNIpy9,extreme_beginning,ABC,t,0,0.515151515
R_3eensGQIpV8ks9O,extreme_middle,ABC,t,0,0.653061224
R_3HHXuWa3aZ8iRRE,extreme_middle,ABC,t,0,0.56
R_3kdEb1fUltYTRi8,control,ABC,t,0,0.774193548
R_12xKRjBSCIt8i8V,extreme_middle,ABC,t,0,0.08
R_1irFuqDA2K0AT7S,extreme_beginning,ABC,t,0,0
R_2uV3QHONdb1jkb6,control,ABC,t,0,0.444444444
R_PAQ7h6HQbcIT9kJ,extreme_middle,ABC,t,0,1
R_2UhmcUq2xhQZ6jW,extreme_beginning,ABC,t,0,0.727272727
R_12yhq4mbJozIZAE,control,ABC,t,0,1
R_20UVJPef9p44Wja,extreme_beginning,ABC,t,0,1
R_3KDb7NmvoKPVrDJ,extreme_beginning,ABC,t,1,0.854166667
R_1Kr0o8uh5quDP2u,extreme_middle,ABC,t,0,0
R_ZaeFrw48MuYqHDz,extreme_middle,ABC,t,0,0.266666667
R_5pBabSWAPDgQXu1,extreme_beginning,ABC,t,1,0.136363636
R_7WgHdPfJv2jk8Eh,extreme_beginning,ABC,t,0,0.170731707
R_1LbeUQyn11h7KZI,control,ABC,t,1,0.802816901
R_10IpmRXEfPDGbP4,control,ABC,t,1,0.866666667
R_26myqnD2RcsuEX3,extreme_middle,ABC,t,0,0
R_1E4ETcfh1hRSHjw,extreme_beginning,ABC,t,1,0.405405405
R_2dyEyfcqtzTwqCS,extreme_middle,ABC,t,0,0.833333333
R_3m7F4twxazA0AoR,extreme_beginning,ABC,t,0,0
R_1fZV7l54ttGoEjT,extreme_beginning,ABC,t,0,0.605263158
R_3nTTrMO6UWYYfRd,control,ABC,t,1,0.209677419
R_2wMR3FP5Sdt5iGP,extreme_middle,ABC,t,0,0.222222222
R_ODvaSQStnhdxT2N,control,ABC,t,1,1
R_3h4mkNmd0vBd4hi,extreme_beginning,ABC,t,0,0.925925926
R_aVi1HbnEACTeaNH,extreme_middle,ABC,t,1,1
R_1NqUySx7bUtuOa8,control,ABC,t,0,0
R_3O8Q3PrzJO6dDZn,extreme_middle,ABC,t,0,0.368421053
R_UQiXshggVHWaTqp,extreme_beginning,ABC,t,0,1
R_1EQc2x2NRAU7d2V,extreme_beginning,ABC,t,1,0
R_3KUwLXZsjEFNQGc,extreme_middle,ABC,t,0,0.3
R_r39vf7IbOSG8VwJ,control,ABC,t,0,0.1875
R_2THHaKPY2pspN9a,extreme_beginning,ABC,t,0,0.952380952
R_3kcBMYqh5L1PRrP,extreme_middle,ABC,t,0,0.472727273
R_2xJguYeVHnA7cpy,control,ABC,t,0,0
R_3qfEsZdvSIdUUJL,extreme_middle,ABC,t,0,0.5
R_2pRYddSni5mzomh,extreme_beginning,ABC,t,0,0.588235294
R_2R9OWnjG94tHmuB,extreme_middle,ABC,t,0,0
R_2aWCa6XSPqQvbzU,extreme_beginning,ABC,t,0,1
R_1OUdJdvv6MyI3eQ,control,ABC,t,0,1
R_1FEAeJICnN1PFwy,extreme_middle,ABC,t,1,0.769230769
R_3sv7r2Azrarma2Y,extreme_middle,ABC,t,0,1
R_2BbXsi8mqCBqWKF,extreme_beginning,ABC,t,0,0.378378378
R_Z8mX7kqVgyth3EJ,extreme_middle,ABC,t,0,0.875
R_1Gw3KISDNTW93qL,control,ABC,t,0,0.918367347
R_1DC5isy9Gs9bZTc,extreme_middle,ABC,t,0,1
R_3fwnu1b7sw2z8rq,extreme_beginning,ABC,t,0,0.310344828
R_2bW3vHOIhQ6MHBX,control,ABC,t,0,0
R_4GfA8fBXX4pDO2l,extreme_beginning,ABC,t,1,0.52
R_3GBBxWf8KIp87cN,extreme_middle,ABC,t,1,0.75
R_1kTjc6HhQ3XRj5u,extreme_beginning,ABC,t,1,1
R_1esBXcoD1GrYXov,extreme_beginning,ABC,t,0,0.25
R_2bJXrwW77FSRrue,control,ABC,t,0,0
R_2aRJbKRgiic5eDA,control,ABC,t,1,0
R_1DHULI7KiUivVeO,extreme_beginning,ABC,t,0,0
R_3XgQDNoFyaqGF7b,extreme_beginning,ABC,t,1,0.680851064
R_9MsIPEgXojIAHct,extreme_middle,ABC,t,0,0.494949495
R_2wTStqoEZkYk9EA,extreme_beginning,ABC,t,1,0.092592593
R_1cTaUGH3PvbWf5K,control,ABC,t,0,0.405405405
R_rrI6KdCTGu2upQ5,extreme_middle,ABC,t,0,0
R_3iEeiwrtl6cnooZ,extreme_middle,ABC,t,0,0.557142857
R_3FLPOmxwiYhWKYm,extreme_beginning,ABC,t,0,0.789473684
R_3hlk5n8d9OAUjaV,extreme_beginning,ABC,t,1,1
R_2Ebm3yPCHMPFyF4,extreme_beginning,ABC,t,1,0.625
R_2dvaBZY83VXhly4,extreme_middle,ABC,t,0,0.5
R_1jq8JVIt44WkyJE,control,ABC,t,1,0.742857143
R_12Fo8IsEH6yVnI0,control,ABC,t,0,0
R_1cUMRJTtwgWvOjB,extreme_middle,ABC,t,0,0.76
R_3MuO5yN11CvpVQj,extreme_beginning,ABC,t,0,1
R_zYAdkSwABaF5VBL,extreme_beginning,ABC,t,0,0.25
R_3JaQi5ho0IoU3J9,extreme_middle,ABC,t,0,0
R_2y1ViMGcSDQVebE,extreme_beginning,ABC,t,0,1
R_1Bp7c8pYjMjNV0B,extreme_middle,ABC,t,0,0.538461538
R_6ujlQgHsk3ct0wV,extreme_beginning,ABC,t,0,1
R_Rtvkzr7H4vOBGOl,extreme_beginning,ABC,t,0,0.378378378
R_22D1AIBWDXMpcWJ,extreme_beginning,ABC,t,0,0
R_1GNuRnhwxaQNVoG,extreme_middle,ABC,t,0,0.53
R_1JUxV7Uyh6g8OPj,extreme_middle,ABC,t,0,0
R_V4jQGf38sGpcoO5,extreme_middle,ABC,t,0,0.464285714
R_12Ga27HmrDxYLNS,extreme_beginning,ABC,t,1,0.638297872
R_1flPSw45cH8CnhU,extreme_middle,ABC,t,1,1
R_2fpvLuMujjX9Lkp,control,ABC,t,0,0.218181818
R_2zUzcddaDQfMThu,extreme_middle,ABC,t,1,1
R_3F4hvu2UzlXpPUW,extreme_beginning,ABC,t,0,0
R_ZwacFo8P2cwXIS5,extreme_middle,ABC,t,0,0.4
R_2RazpL28wSHnFkA,extreme_beginning,ABC,t,0,0
